regiao,nome_vendedor,nome_produto,total_vendas_brl,quantidade_vendida
Norte,Igor Carvalho,Abajur de Chão Decorativo,834622.8200000001,91
Norte,Elias Barbosa,Esmerilhadeira Angular,834099.83,350
Norte,Igor Carvalho,Headset Gamer Surround,833747.69,204
Norte,Janaína Dantas,Headset Gamer Surround,833635.83,210
Norte,Heloísa Britto,Roçadeira a Gasolina,832771.33,415
Norte,Guilherme Alves,Luvas de Proteção Moto,832183.8,194
Norte,Janaína Dantas,Bússola Profissional,829920.53,912
Norte,Caio Mendes,Roçadeira a Gasolina,827725.94,419
Norte,Fernanda Silveira,Aspirador de Água e Pó,825976.58,201
Norte,Elias Barbosa,Kit Lâmpadas LED Inteligentes,824631.72,169
Norte,Heloísa Britto,Bússola Profissional,822844.49,756
Norte,Bruna Lima,Bomba Submersa,822646.14,181
Norte,Igor Carvalho,Webcam Full HD,821602.39,127
Norte,Janaína Dantas,Central Multimídia Android,820110.19,384
Norte,Denise Ramos,Cooktop 5 Bocas,819896.67,274
Norte,Janaína Dantas,Forno Microondas Digital,819737.86,222
Norte,Fernanda Silveira,Barbeador Elétrico,819057.97,126
Norte,Denise Ramos,Sanduicheira Grill,818489.06,220
Norte,Guilherme Alves,Lanterna Tática LED,817916.64,404
Norte,Guilherme Alves,Sanduicheira Elétrica,817179.22,130
Norte,Janaína Dantas,Mesa de Jantar 4 Cadeiras,816194.11,251
Norte,Kleber Esteves,Vaso Sanitário com Caixa Acoplada,813220.46,100
Norte,Denise Ramos,Capacete de Moto Esportivo,812380.55,214
Norte,Igor Carvalho,Serra Tico-Tico,811705.9099999999,509
Norte,Igor Carvalho,Cama Box Queen Size,810667.49,158
Norte,Bruna Lima,Cooktop 5 Bocas,810212.45,250
Norte,Bruna Lima,Sofá 3 Lugares Reclinável,809796.78,967
Norte,Denise Ramos,Lava-Louças Compacta,809066.61,1002
Norte,Igor Carvalho,Furadeira de Impacto,808861.7,362
Norte,Janaína Dantas,Bateria Portátil Power Bank,808395.88,275
Norte,Guilherme Alves,Headset Gamer Surround,808232.09,181
Norte,Heloísa Britto,Armário Multiuso,807860.0,158
Norte,Bruna Lima,Aspirador de Pó Robô,806786.38,304
Norte,Elias Barbosa,Notebook Gamer G300,806341.4099999999,209
Norte,Bruna Lima,"Monitor Gamer 27""",804860.06,1840
Norte,Guilherme Alves,Liquidificador Turbo,799582.46,166
Norte,Kleber Esteves,Caixa de Som Portátil,799483.4,516
Norte,Heloísa Britto,Drone com Câmera 4K,798818.46,360
Norte,Janaína Dantas,Notebook Gamer G300,798391.9,216
Norte,Guilherme Alves,Máquina de Lavar 12kg,796624.83,132
Norte,Janaína Dantas,Webcam Full HD,795769.3200000001,123
Norte,Igor Carvalho,Chuveiro Elétrico Digital,795415.19,115
Norte,Kleber Esteves,Câmera de Ré para Carro,795323.12,252
Norte,Janaína Dantas,"Monitor Gamer 27""",795154.01,1900
Norte,Guilherme Alves,Saco de Dormir Ultraleve,794589.64,93
Norte,Fernanda Silveira,Caixa de Som Portátil,793086.53,481
Norte,Denise Ramos,Headset Gamer Surround,793037.69,207
Norte,Janaína Dantas,Pipoca Elétrica,792246.21,783
Norte,Guilherme Alves,Aspirador de Pó Robô,791848.13,294
Norte,Denise Ramos,Ventilador de Torre,790678.9,64
Norte,Caio Mendes,Smartwatch Esportivo,789663.91,255
Norte,Igor Carvalho,Smartwatch Esportivo,788707.26,244
Norte,Igor Carvalho,Máquina de Lavar 12kg,786499.79,146
Norte,Fernanda Silveira,Chuveiro Elétrico Digital,785369.73,119
Norte,Bruna Lima,Mesa de Jantar 4 Cadeiras,784537.8,318
Norte,Bruna Lima,Notebook Gamer G300,783979.0800000001,201
Norte,Kleber Esteves,Serra Elétrica Circular,783501.87,184
Norte,Caio Mendes,Lixadeira Orbital,781087.87,787
Norte,Elias Barbosa,Microfone Condensador USB,780564.53,1330
Norte,Igor Carvalho,Bicicleta Ergométrica,778908.71,81
Norte,Caio Mendes,Echo Dot 4ª Geração,778740.54,256
Norte,Denise Ramos,Bússola Profissional,778453.87,685
Norte,Janaína Dantas,Aspirador de Água e Pó,778281.12,157
Norte,Janaína Dantas,Esmerilhadeira Angular,777976.76,303
Norte,Fernanda Silveira,Headset Gamer Surround,775221.15,185
Norte,Kleber Esteves,Aspirador de Água e Pó,775037.95,187
Norte,Igor Carvalho,Ar Condicionado Split 9000 BTUs,774951.55,262
Norte,Caio Mendes,Armário Multiuso,772973.79,158
Norte,Elias Barbosa,Caixa de Som Portátil,770140.0499999999,471
Norte,Bruna Lima,Cozinha Compacta,769782.03,264
Norte,Guilherme Alves,Drone com Câmera 4K,767004.28,268
Norte,Elias Barbosa,Smartwatch Esportivo,766896.1,278
Norte,Guilherme Alves,Cafeteira Expresso,765515.3,149
Norte,Caio Mendes,Microfone Condensador USB,764555.63,1056
Norte,Heloísa Britto,Projetor Portátil,764014.24,138
Norte,Janaína Dantas,Motor de Popa,763488.46,149
Norte,Igor Carvalho,Lavadora de Alta Pressão,761361.96,385
Norte,Janaína Dantas,Mangueira de Jardim Flexível,761236.68,266
Norte,Bruna Lima,Filtro de Barro Tradicional,761160.11,287
Norte,Denise Ramos,"Monitor Gamer 27""",761117.32,2039
Norte,Denise Ramos,Serra Tico-Tico,759015.28,454
Norte,Kleber Esteves,Botas de Moto Impermeáveis,758278.35,393
Norte,Bruna Lima,Pipoca Elétrica,757790.87,831
Norte,Heloísa Britto,Smartwatch Esportivo,757582.52,225
Norte,Fernanda Silveira,Bússola Profissional,755994.49,791
Norte,Fernanda Silveira,Tábua de Passar Roupa,755972.98,245
Norte,Fernanda Silveira,Notebook Gamer G300,755953.4,206
Norte,Elias Barbosa,Sanduicheira Grill,755170.8600000001,199
Norte,Guilherme Alves,Capa de Carro Protetora,752442.64,600
Norte,Janaína Dantas,Roteador Wi-Fi 6,752267.0,179
Norte,Caio Mendes,Projetor Portátil,752215.63,137
Norte,Elias Barbosa,Capacete de Moto Esportivo,751192.42,249
Norte,Igor Carvalho,Teclado Mecânico RGB,750914.35,911
Norte,Fernanda Silveira,Ferro de Passar a Vapor,750175.1,94
Norte,Guilherme Alves,Mesa de Jantar 4 Cadeiras,750151.1699999999,294
Norte,Caio Mendes,Balança Digital Bioimpedância,749587.37,238
Norte,Heloísa Britto,Sensor de Estacionamento,749045.08,146
Norte,Bruna Lima,Fone de Ouvido Bluetooth,747569.59,198
Norte,Caio Mendes,Filtro de Barro Tradicional,747556.65,291
Norte,Guilherme Alves,Barraca de Camping 4 Pessoas,747129.97,1524
Norte,Bruna Lima,Alarme Automotivo,745938.64,140
Norte,Igor Carvalho,Central Multimídia Android,744982.74,386
Norte,Elias Barbosa,Sofá 3 Lugares Reclinável,744808.3200000001,791
Norte,Guilherme Alves,"Monitor Gamer 27""",742599.15,1636
Norte,Guilherme Alves,Serra Tico-Tico,742442.37,370
Norte,Heloísa Britto,Panela de Pressão Elétrica,741016.3200000001,502
Norte,Igor Carvalho,Barbeador Elétrico,740407.0399999999,116
Norte,Denise Ramos,Aspirador de Água e Pó,738902.6399999999,138
Norte,Fernanda Silveira,Alarme Automotivo,738337.4099999999,130
Norte,Caio Mendes,Fechadura Digital Biométrica,732679.11,156
Norte,Caio Mendes,Cadeira de Escritório Ergonômica,731781.24,706
Norte,Guilherme Alves,Esmerilhadeira Angular,731465.11,284
Norte,Fernanda Silveira,Lanterna Tática LED,730684.2999999999,280
Norte,Fernanda Silveira,Banco de Jardim de Madeira,729541.4299999999,140
Norte,Guilherme Alves,Barbeador Elétrico,728632.65,146
Norte,Janaína Dantas,Trena a Laser,727871.85,130
Norte,Bruna Lima,Sanduicheira Grill,726887.22,195
Norte,Janaína Dantas,Liquidificador Turbo,726022.03,130
Norte,Kleber Esteves,Lanterna Tática LED,725199.98,360
Norte,Guilherme Alves,Cadeira de Escritório Ergonômica,725176.47,678
Norte,Elias Barbosa,Banco de Jardim de Madeira,723515.21,140
Norte,Elias Barbosa,Tapete Geométrico,722919.64,130
Norte,Heloísa Britto,Mesa de Centro Moderna,720420.63,151
Norte,Bruna Lima,Furadeira de Impacto,720078.06,330
Norte,Kleber Esteves,Echo Dot 4ª Geração,716754.85,208
Norte,Heloísa Britto,Mouse Gamer Óptico,716428.88,127
Norte,Bruna Lima,Liquidificador Turbo,715053.3099999999,132
Norte,Bruna Lima,Polidor de Carro Elétrico,714045.72,168
Norte,Fernanda Silveira,Chaleira Elétrica,712736.53,103
Norte,Bruna Lima,Cama Box Queen Size,712254.8300000001,164
Norte,Fernanda Silveira,Guarda-Roupa Casal,711127.69,117
Norte,Kleber Esteves,Ferro de Passar a Vapor,711012.73,92
Norte,Elias Barbosa,Alarme Automotivo,710876.49,108
Norte,Guilherme Alves,Câmera Digital Profissional,710377.18,144
Norte,Guilherme Alves,Aspirador de Água e Pó,708811.13,175
Norte,Heloísa Britto,Filtro de Barro Tradicional,706621.84,296
Norte,Guilherme Alves,Roçadeira a Gasolina,705427.74,359
Norte,Heloísa Britto,Grill Elétrico Multiúso,705233.09,1883
Norte,Caio Mendes,Esmerilhadeira Angular,705161.69,292
Norte,Elias Barbosa,Cômoda 4 Gavetas,704553.85,247
Norte,Caio Mendes,Cama Box Queen Size,704290.83,139
Norte,Caio Mendes,Aspirador de Pó Robô,703851.14,343
Norte,Kleber Esteves,Fechadura Digital Biométrica,696669.5499999999,168
Norte,Kleber Esteves,Cantil Térmico,694756.12,162
Norte,Igor Carvalho,Roçadeira a Gasolina,694540.12,421
Norte,Fernanda Silveira,Mangueira de Jardim Flexível,693378.51,337
Norte,Caio Mendes,Sanduicheira Grill,691899.43,215
Norte,Bruna Lima,Ar Condicionado Split 9000 BTUs,691436.77,273
Norte,Heloísa Britto,Luvas de Proteção Moto,690879.4199999999,175
Norte,Heloísa Britto,Mesa de Jantar 4 Cadeiras,690525.59,219
Norte,Igor Carvalho,Forno Microondas Digital,688450.6599999999,167
Norte,Fernanda Silveira,Aspirador de Pó Robô,687312.03,253
Norte,Elias Barbosa,Purificador de Água,687164.26,270
Norte,Guilherme Alves,Notebook Gamer G300,686538.7000000001,185
Norte,Janaína Dantas,Sanduicheira Elétrica,686073.54,110
Norte,Janaína Dantas,Cama Box Queen Size,685180.96,124
Norte,Igor Carvalho,Calça Jeans Motoqueiro,682750.29,86
Norte,Kleber Esteves,Pneu Aro 16,681930.74,229
Norte,Fernanda Silveira,Trena a Laser,681710.01,145
Norte,Kleber Esteves,Máquina de Costura Doméstica,681021.41,150
Norte,Kleber Esteves,Cômoda 4 Gavetas,681007.51,259
Norte,Fernanda Silveira,Cozinha Compacta,680610.45,239
Norte,Denise Ramos,Luvas de Proteção Moto,678498.23,166
Norte,Denise Ramos,Forno Microondas Digital,677278.29,169
Norte,Bruna Lima,Tapete Geométrico,676529.83,185
Norte,Denise Ramos,Faqueiro Inox 24 Peças,675303.04,481
Norte,Kleber Esteves,Mesa de Centro Moderna,674567.31,145
Norte,Guilherme Alves,Chuveiro Elétrico Digital,672680.36,139
Norte,Denise Ramos,Mangueira de Jardim Flexível,671993.68,344
Norte,Elias Barbosa,Furadeira de Impacto,671715.99,266
Norte,Caio Mendes,Bússola Profissional,671526.11,698
Norte,Janaína Dantas,Kit Sobrevivência Aventura,670949.61,1559
Norte,Fernanda Silveira,Bateria Portátil Power Bank,670581.16,203
Norte,Bruna Lima,Purificador de Água,670339.34,290
Norte,Guilherme Alves,Forno Microondas Digital,668382.27,223
Norte,Janaína Dantas,Vaso Sanitário com Caixa Acoplada,668371.8300000001,55
Norte,Kleber Esteves,Forno Microondas Digital,667489.78,166
Norte,Fernanda Silveira,Kit Ferramentas Completo,667061.2,184
Norte,Caio Mendes,Capa de Carro Protetora,666439.05,513
Norte,Bruna Lima,Mangueira de Jardim Flexível,666121.7,269
Norte,Denise Ramos,Notebook Gamer G300,665010.36,191
Norte,Bruna Lima,Drone com Câmera 4K,664293.25,235
Norte,Janaína Dantas,Aspirador de Pó Robô,664029.2999999999,259
Norte,Elias Barbosa,Forno Microondas Digital,663501.89,202
Norte,Fernanda Silveira,Travesseiro de Espuma Viscoelástica,663492.03,1065
Norte,Caio Mendes,Teclado Mecânico RGB,663451.89,887
Norte,Guilherme Alves,Geladeira Frost Free,663440.89,208
Norte,Janaína Dantas,Chuveiro Elétrico Digital,663038.8,101
Norte,Heloísa Britto,Cômoda 4 Gavetas,662671.17,258
Norte,Igor Carvalho,Pneu Aro 16,662206.34,170
Norte,Kleber Esteves,Barbeador Elétrico,660179.38,102
Norte,Denise Ramos,Bomba Submersa,658242.11,160
Norte,Denise Ramos,Mesa de Jantar 4 Cadeiras,658124.32,208
Norte,Caio Mendes,Pneu Aro 16,656444.02,194
Norte,Heloísa Britto,Mangueira de Jardim Flexível,655434.6900000001,230
Norte,Fernanda Silveira,Lava-Louças Compacta,654766.32,819
Norte,Caio Mendes,Sensor de Estacionamento,654059.08,146
Norte,Janaína Dantas,Guarda-Roupa Casal,652032.62,113
Norte,Igor Carvalho,Notebook Gamer G300,650831.53,200
Norte,Guilherme Alves,Mouse Gamer Óptico,650579.8,99
Norte,Bruna Lima,Lava-Louças Compacta,649679.8200000001,862
Norte,Kleber Esteves,Cadeira de Escritório Ergonômica,649148.1,588
Norte,Guilherme Alves,Lava-Louças Compacta,649031.85,764
Norte,Heloísa Britto,Balança Digital Bioimpedância,648095.3099999999,227
Norte,Kleber Esteves,Tapete Geométrico,647595.22,97
Norte,Fernanda Silveira,Grill Elétrico Multiúso,646555.6,1759
Norte,Bruna Lima,Botas de Moto Impermeáveis,645944.34,324
Norte,Bruna Lima,Batedeira Planetária,645855.25,86
Norte,Bruna Lima,Serra Tico-Tico,645477.52,324
Norte,Guilherme Alves,Bicicleta Ergométrica,644563.38,75
Norte,Guilherme Alves,Purificador de Água,643188.53,267
Norte,Bruna Lima,Lavadora de Alta Pressão,642441.04,280
Norte,Guilherme Alves,Batedeira Planetária,641753.38,69
Norte,Elias Barbosa,Sensor de Estacionamento,641143.22,124
Norte,Janaína Dantas,Serra Elétrica Circular,640710.15,155
Norte,Denise Ramos,Chuveiro Elétrico Digital,639438.3,93
Norte,Bruna Lima,Motor de Popa,639187.66,80
Norte,Caio Mendes,Ar Condicionado Split 9000 BTUs,639066.43,209
Norte,Bruna Lima,Geladeira Frost Free,638336.16,190
Norte,Igor Carvalho,Mangueira de Jardim Flexível,637378.02,272
Norte,Fernanda Silveira,Serra Tico-Tico,636671.6,317
Norte,Bruna Lima,Smartwatch Esportivo,633106.56,207
Norte,Igor Carvalho,Cantil Térmico,633105.26,145
Norte,Heloísa Britto,Roteador Wi-Fi 6,631467.6599999999,235
Norte,Igor Carvalho,Liquidificador Turbo,630927.9,133
Norte,Igor Carvalho,Cafeteira Expresso,630694.03,98
Norte,Kleber Esteves,Banco de Jardim de Madeira,630446.25,122
Norte,Caio Mendes,Cafeteira Expresso,628755.73,106
Norte,Denise Ramos,Kit de Jardinagem,628379.83,1763
Norte,Igor Carvalho,Sanduicheira Grill,628229.06,163
Norte,Guilherme Alves,Kit Sobrevivência Aventura,627267.66,1383
Norte,Bruna Lima,Forno Microondas Digital,626770.52,171
Norte,Janaína Dantas,Roçadeira a Gasolina,626639.18,362
Norte,Janaína Dantas,Câmera Digital Profissional,626478.23,117
Norte,Elias Barbosa,Panela de Pressão Elétrica,626444.84,452
Norte,Heloísa Britto,Capa de Carro Protetora,625544.53,552
Norte,Guilherme Alves,Abajur de Chão Decorativo,623833.27,77
Norte,Denise Ramos,Botas de Moto Impermeáveis,623361.92,372
Norte,Caio Mendes,Barbeador Elétrico,623177.22,94
Norte,Guilherme Alves,Umidificador de Ar,622928.58,132
Norte,Caio Mendes,Cômoda 4 Gavetas,622252.74,271
Norte,Guilherme Alves,Cooktop 5 Bocas,620993.0,238
Norte,Guilherme Alves,Central Multimídia Android,620673.6,332
Norte,Guilherme Alves,Fone de Ouvido Bluetooth,620655.2,176
Norte,Janaína Dantas,Máquina de Lavar 12kg,620638.52,119
Norte,Fernanda Silveira,Jaqueta Motoqueiro Couro,620413.36,250
Norte,Heloísa Britto,Esmerilhadeira Angular,620403.87,260
Norte,Igor Carvalho,Air Fryer 4L,619330.37,528
Norte,Igor Carvalho,Filtro de Barro Tradicional,618925.87,248
Norte,Janaína Dantas,Lixadeira Orbital,617661.7,735
Norte,Janaína Dantas,Ar Condicionado Split 9000 BTUs,617559.09,196
Norte,Bruna Lima,Capa de Carro Protetora,617230.26,596
Norte,Caio Mendes,Lavadora de Alta Pressão,617081.94,286
Norte,Denise Ramos,Armário Multiuso,615692.69,110
Norte,Heloísa Britto,Chuveiro Elétrico Digital,615596.56,92
Norte,Denise Ramos,Barraca de Camping 4 Pessoas,615494.6,1114
Norte,Denise Ramos,Ar Condicionado Split 9000 BTUs,614205.31,241
Norte,Igor Carvalho,Capacete de Moto Esportivo,613126.35,164
Norte,Igor Carvalho,Câmera Digital Profissional,612864.47,110
Norte,Heloísa Britto,Kit Lâmpadas LED Inteligentes,612310.3200000001,150
Norte,Elias Barbosa,Cadeira de Escritório Ergonômica,612213.52,559
Norte,Denise Ramos,Roçadeira a Gasolina,611318.11,400
Norte,Elias Barbosa,Kit Sobrevivência Aventura,611020.05,1369
Norte,Bruna Lima,Barraca de Camping 4 Pessoas,610109.37,1114
Norte,Janaína Dantas,Sanduicheira Grill,609226.88,159
Norte,Heloísa Britto,Serra Tico-Tico,609150.88,357
Norte,Fernanda Silveira,Capacete de Moto Esportivo,608997.88,168
Norte,Kleber Esteves,Kit Lâmpadas LED Inteligentes,608545.32,124
Norte,Heloísa Britto,"Monitor Gamer 27""",607373.09,1510
Norte,Janaína Dantas,Tábua de Passar Roupa,605655.06,208
Norte,Bruna Lima,Esmerilhadeira Angular,605520.41,231
Norte,Kleber Esteves,Cooktop 5 Bocas,604770.82,183
Norte,Guilherme Alves,Caixa de Som Portátil,602007.9,329
Norte,Guilherme Alves,Panela de Pressão Elétrica,601385.42,381
Norte,Igor Carvalho,Travesseiro de Espuma Viscoelástica,599843.45,1013
Norte,Igor Carvalho,Guarda-Roupa Casal,599065.5,98
Norte,Fernanda Silveira,Assadeira de Vidro,598837.9,124
Norte,Fernanda Silveira,Kit de Jardinagem,598409.3300000001,1301
Norte,Caio Mendes,Caixa de Som Portátil,598247.1,335
Norte,Heloísa Britto,Lava-Louças Compacta,597906.04,762
Norte,Denise Ramos,Bateria Portátil Power Bank,597853.46,183
Norte,Caio Mendes,Panela de Pressão Elétrica,597639.41,491
Norte,Heloísa Britto,Pneu Aro 16,597235.7,139
Norte,Heloísa Britto,Impressora Multifuncional,597006.46,198
Norte,Bruna Lima,Headset Gamer Surround,596711.77,162
Norte,Guilherme Alves,Jaqueta Motoqueiro Couro,595022.5,234
Norte,Caio Mendes,Kit Sobrevivência Aventura,594852.93,1269
Norte,Denise Ramos,Lavadora de Alta Pressão,593717.54,269
Norte,Kleber Esteves,Mangueira de Jardim Flexível,593056.7,202
Norte,Kleber Esteves,"Monitor Gamer 27""",592083.55,1472
Norte,Heloísa Britto,Umidificador de Ar,591657.79,182
Norte,Caio Mendes,Câmera de Ré para Carro,591600.04,213
Norte,Bruna Lima,Sensor de Estacionamento,591447.04,121
Norte,Fernanda Silveira,Balança Digital Bioimpedância,590731.48,158
Norte,Denise Ramos,Tábua de Passar Roupa,590580.08,185
Norte,Caio Mendes,Assadeira de Vidro,589282.14,118
Norte,Fernanda Silveira,Capa de Carro Protetora,588978.22,533
Norte,Igor Carvalho,Assadeira de Vidro,588693.69,134
Norte,Janaína Dantas,Panela de Pressão Elétrica,588398.75,504
Norte,Janaína Dantas,Caixa de Som Portátil,586182.3200000001,438
Norte,Elias Barbosa,Máquina de Costura Doméstica,585571.97,137
Norte,Fernanda Silveira,Microfone Condensador USB,585447.75,754
Norte,Kleber Esteves,Assadeira de Vidro,585148.54,125
Norte,Bruna Lima,Cantil Térmico,583836.38,164
Norte,Fernanda Silveira,Projetor Portátil,583019.26,101
Norte,Denise Ramos,Smartwatch Esportivo,582540.58,183
Norte,Elias Barbosa,Pneu Aro 16,581400.39,156
Norte,Bruna Lima,Grill Elétrico Multiúso,581353.8,1776
Norte,Caio Mendes,Umidificador de Ar,579692.53,122
Norte,Denise Ramos,Guarda-Roupa Casal,579568.6,90
Norte,Elias Barbosa,Grill Elétrico Multiúso,578962.08,1569
Norte,Kleber Esteves,Capa de Carro Protetora,577880.7999999999,577
Norte,Bruna Lima,Cadeira de Escritório Ergonômica,577825.5,562
Norte,Guilherme Alves,Assadeira de Vidro,577284.53,105
Norte,Fernanda Silveira,Ventilador de Torre,576522.4199999999,56
Norte,Kleber Esteves,Lava-Louças Compacta,574953.86,736
Norte,Caio Mendes,Aspirador de Água e Pó,574338.89,108
Norte,Igor Carvalho,Aspirador de Pó Robô,574293.4299999999,244
Norte,Denise Ramos,Sensor de Estacionamento,573255.11,139
Norte,Fernanda Silveira,Umidificador de Ar,573171.98,125
Norte,Heloísa Britto,Bomba Submersa,572873.92,125
Norte,Guilherme Alves,Corda de Escalada,572219.64,2369
Norte,Caio Mendes,Kit Lâmpadas LED Inteligentes,571629.5499999999,112
Norte,Elias Barbosa,Geladeira Frost Free,570178.21,189
Norte,Guilherme Alves,Bomba Submersa,569721.54,110
Norte,Caio Mendes,"Monitor Gamer 27""",569306.19,1311
Norte,Igor Carvalho,Tábua de Passar Roupa,567663.45,209
Norte,Guilherme Alves,Mesa de Centro Moderna,565527.41,103
Norte,Janaína Dantas,Kit Lâmpadas LED Inteligentes,565437.27,134
Norte,Elias Barbosa,Assadeira de Vidro,565004.64,129
Norte,Kleber Esteves,Aspirador de Pó Robô,564454.83,204
Norte,Heloísa Britto,Kit de Jardinagem,564179.86,1216
Norte,Heloísa Britto,Caixa de Som Portátil,561308.13,354
Norte,Janaína Dantas,Purificador de Água,561029.91,210
Norte,Elias Barbosa,Cooktop 5 Bocas,560764.83,193
Norte,Caio Mendes,Travesseiro de Espuma Viscoelástica,559703.5,858
Norte,Guilherme Alves,Polidor de Carro Elétrico,556295.91,127
Norte,Janaína Dantas,Lanterna Tática LED,555355.81,233
Norte,Guilherme Alves,Bússola Profissional,554096.44,606
Norte,Igor Carvalho,Sanduicheira Elétrica,554076.98,95
Norte,Fernanda Silveira,Botas de Moto Impermeáveis,553991.1699999999,273
Norte,Igor Carvalho,Kit Ferramentas Completo,553830.11,145
Norte,Denise Ramos,Projetor Portátil,552710.47,128
Norte,Denise Ramos,Teclado Mecânico RGB,552686.9,684
Norte,Janaína Dantas,Cadeira de Escritório Ergonômica,552271.32,452
Norte,Fernanda Silveira,Sofá 3 Lugares Reclinável,551776.27,573
Norte,Denise Ramos,Air Fryer 4L,551452.04,438
Norte,Janaína Dantas,Luvas de Proteção Moto,551331.0,156
Norte,Heloísa Britto,Sanduicheira Grill,551157.93,180
Norte,Fernanda Silveira,Máquina de Costura Doméstica,549980.0,129
Norte,Igor Carvalho,Balança Digital Bioimpedância,548531.36,155
Norte,Caio Mendes,Sofá 3 Lugares Reclinável,548148.51,698
Norte,Fernanda Silveira,Sanduicheira Elétrica,547460.37,120
Norte,Heloísa Britto,Batedeira Planetária,546562.81,60
Norte,Kleber Esteves,Armário Multiuso,545707.39,104
Norte,Denise Ramos,Esmerilhadeira Angular,545442.4,224
Norte,Heloísa Britto,Polidor de Carro Elétrico,545123.19,165
Norte,Janaína Dantas,GPS Automotivo,543863.23,120
Norte,Fernanda Silveira,Cantil Térmico,543686.0599999999,142
Norte,Fernanda Silveira,Sensor de Estacionamento,543603.41,140
Norte,Janaína Dantas,Assadeira de Vidro,543536.68,101
Norte,Janaína Dantas,Geladeira Frost Free,543355.67,171
Norte,Igor Carvalho,Armário Multiuso,542624.04,121
Norte,Igor Carvalho,Caixa de Som Portátil,541060.66,316
Norte,Elias Barbosa,Bateria Portátil Power Bank,540347.01,198
Norte,Janaína Dantas,Furadeira de Impacto,539851.43,211
Norte,Bruna Lima,Impressora Multifuncional,539780.6,160
Norte,Janaína Dantas,Calça Jeans Motoqueiro,539616.21,74
Norte,Guilherme Alves,Câmera de Ré para Carro,538875.69,163
Norte,Elias Barbosa,Serra Elétrica Circular,538514.7,108
Norte,Heloísa Britto,Cama Box Queen Size,538499.77,98
Norte,Bruna Lima,Lanterna Tática LED,538415.77,245
Norte,Guilherme Alves,Mangueira de Jardim Flexível,537475.22,189
Norte,Elias Barbosa,Umidificador de Ar,536541.3300000001,108
Norte,Denise Ramos,Umidificador de Ar,536175.2000000001,165
Norte,Bruna Lima,Aspirador de Água e Pó,534611.13,117
Norte,Kleber Esteves,Tábua de Passar Roupa,534318.41,197
Norte,Janaína Dantas,Grill Elétrico Multiúso,533999.8099999999,1564
Norte,Bruna Lima,Lixadeira Orbital,533266.12,664
Norte,Kleber Esteves,Filtro de Barro Tradicional,531353.13,221
Norte,Janaína Dantas,Lavadora de Alta Pressão,530684.26,243
Norte,Caio Mendes,Liquidificador Turbo,529338.18,123
Norte,Guilherme Alves,Sofá 3 Lugares Reclinável,527906.61,571
Norte,Guilherme Alves,Botas de Moto Impermeáveis,527868.25,278
Norte,Heloísa Britto,Botas de Moto Impermeáveis,527593.31,280
Norte,Kleber Esteves,Faqueiro Inox 24 Peças,527422.01,357
Norte,Heloísa Britto,Purificador de Água,526574.95,294
Norte,Heloísa Britto,Assadeira de Vidro,526398.97,99
Norte,Caio Mendes,Drone com Câmera 4K,524796.52,200
Norte,Guilherme Alves,Filtro de Barro Tradicional,524177.9,189
Norte,Guilherme Alves,Ferro de Passar a Vapor,523716.44,64
Norte,Bruna Lima,Mesa de Centro Moderna,523649.83,138
Norte,Heloísa Britto,Geladeira Frost Free,523540.46,183
Norte,Guilherme Alves,Grill Elétrico Multiúso,522296.86,1527
Norte,Denise Ramos,Impressora Multifuncional,518009.55,172
Norte,Bruna Lima,Microfone Condensador USB,517819.49,788
Norte,Fernanda Silveira,Geladeira Frost Free,517203.05000000005,183
Norte,Caio Mendes,Mesa de Centro Moderna,516942.83999999997,110
Norte,Igor Carvalho,Banco de Jardim de Madeira,516499.64,147
Norte,Janaína Dantas,Mouse Gamer Óptico,516294.46,80
Norte,Bruna Lima,Máquina de Lavar 12kg,510411.19,96
Norte,Janaína Dantas,Botas de Moto Impermeáveis,509311.82,365
Norte,Heloísa Britto,Notebook Gamer G300,507831.68,178
Norte,Heloísa Britto,Máquina de Costura Doméstica,507802.57,124
Norte,Elias Barbosa,Guarda-Roupa Casal,506412.05000000005,80
Norte,Kleber Esteves,Mesa de Jantar 4 Cadeiras,504991.59,273
Norte,Kleber Esteves,Sanduicheira Grill,504090.32,174
Norte,Caio Mendes,Vaso Sanitário com Caixa Acoplada,503378.06,64
Norte,Bruna Lima,Cômoda 4 Gavetas,502821.64,192
Norte,Janaína Dantas,Serra Tico-Tico,502349.42,260
Norte,Igor Carvalho,"Monitor Gamer 27""",501503.78,1299
Norte,Denise Ramos,Caixa de Som Portátil,500930.45,272
Norte,Janaína Dantas,Air Fryer 4L,500556.83,353
Norte,Janaína Dantas,Cooktop 5 Bocas,500083.64,155
Norte,Denise Ramos,Polidor de Carro Elétrico,499615.86,141
Norte,Heloísa Britto,Cadeira de Escritório Ergonômica,498352.9,454
Norte,Heloísa Britto,Lixadeira Orbital,498117.19,563
Norte,Heloísa Britto,Máquina de Lavar 12kg,497344.72,96
Norte,Igor Carvalho,Alarme Automotivo,497016.68000000005,110
Norte,Bruna Lima,Chuveiro Elétrico Digital,496481.88,76
Norte,Guilherme Alves,Cantil Térmico,496232.51,122
Norte,Denise Ramos,Mesa de Centro Moderna,496179.05000000005,87
Norte,Elias Barbosa,Kit Ferramentas Completo,494371.22,115
Norte,Janaína Dantas,Kit Ferramentas Completo,494185.52,126
Norte,Fernanda Silveira,Panela de Pressão Elétrica,493115.93,392
